,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tipo_de_registro,indicador,tipo_atualizacao,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nm_cidade_exterior,cod_pais,nm_pais,codigo_natureza_juridica,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio,ddd_telefone_1,ddd_telefone_2,ddd_fax,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,filler,"fim_registro
",latitude,longitude,endereco,mes_inicio_atividade,ano_inicio_atividade,mes_situacao_cadastral,ano_situacao_cadastral,data,mes_ano_abertura
611,611,611,95220,95220,1,F,,12104022000180,1,ELETRONICA T EDSON LTDA,,4,2018-12-07,63,,,,2062,1987-06-01,4753900,AVENIDA,CASTELO BRANCO,297-A,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 297-A  SAO FRANCISCO cep: 65076090 MA ,brasil",6,1987,12,2018,2018-12-01,1987-06-01
612,612,612,95242,95242,1,F,,12104360000112,1,ENIL ENGENHARIA E IMOBILIARIA LTDA,,8,2015-02-09,73,,,,2062,1987-06-02,8888888,AVENIDA,CASTELO BRANCO,753,SALA 201,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 753 SALA 201 SAO FRANCISCO cep: 65076090 MA ,brasil",6,1987,2,2015,2015-02-01,1987-06-01
613,613,613,95264,95264,1,F,,12104782000198,1,A C RODRIGUES,,8,1995-06-15,9,,,,2135,1982-06-04,8888888,AVENIDA,CASTELO BRANCO,285,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 285  SAO FRANCISCO cep: 65076090 MA ,brasil",6,1982,6,1995,1995-06-01,1982-06-01
614,614,614,95267,95267,1,F,,12104824000190,1,M C FERREIRA DOS SANTOS,CHAVES UNIAO,8,2008-12-31,71,,,,2135,1987-06-04,8888888,AVENIDA,CASTELO BRANCO,720,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 720  SAO FRANCISCO cep: 65076090 MA ,brasil",6,1987,12,2008,2008-12-01,1987-06-01
615,615,615,95270,95270,1,F,,12104873000123,1,ASTERISCO COMERCIO E REPRESENTACOES LTDA,PRICILA BOUTIQUE,8,2008-12-31,71,,,,2062,1987-05-26,4781400,AVENIDA,CASTELO BRANCO,92,LOJA 02 JR CENTER,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 02 JR CENTER SAO FRANCISCO cep: 65076903 MA ,brasil",5,1987,12,2008,2008-12-01,1987-05-01
616,616,616,95313,95313,1,F,,12105631000154,1,PRIMA'S COMERCIO E REPRESENTACOES LTDA,,8,1988-05-17,1,,,,2100,1987-06-16,4781400,AVENIDA,CASTELO BRANCO,120,ALTOS,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,23,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 120 ALTOS SAO FRANCISCO cep: 65099110 MA ,brasil",6,1987,5,1988,1988-05-01,1987-06-01
617,617,617,95329,95329,1,F,,12105995000134,1,RECOS-REPRESENTACOES COMERCIO E SERVICOS LTDA,,8,2008-12-31,71,,,,2070,1987-06-17,4781400,AVENIDA,CASTELO BRANCO,667,SALA 105,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 667 SALA 105 SAO FRANCISCO cep: 65076090 MA ,brasil",6,1987,12,2008,2008-12-01,1987-06-01
618,618,618,95366,95366,1,F,,12106647000181,1,MONTAG ENGENHARIA DE MONTAGENS LTDA,,4,2018-12-07,63,,,,2062,1987-06-23,4120400,AVENIDA,CASTELO BRANCO,605,SALA 305,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 305 SAO FRANCISCO cep: 65076900 MA ,brasil",6,1987,12,2018,2018-12-01,1987-06-01
619,619,619,95390,95390,1,F,,12107116000103,1,ALBERTO HENRIQUE PEREIRA,BETO PEREIRA PRODUCOES,4,2018-12-07,63,,,,2135,1987-06-25,9001999,AVENIDA,CASTELO BRANCO,333,COM. S FCO LOJA 10,SAO FRANCISCO,65076901.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 COM. S FCO LOJA 10 SAO FRANCISCO cep: 65076901 MA ,brasil",6,1987,12,2018,2018-12-01,1987-06-01
620,620,620,95519,95519,1,F,,12109542000186,1,M L C LINDOSO,FARMACIA NOSSA SENHORA DE LOURDES,4,2018-12-07,63,,,,2135,1987-07-09,4771701,AVENIDA,CASTELO BRANCO,628,A,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 628 A SAO FRANCISCO cep: 65076090 MA ,brasil",7,1987,12,2018,2018-12-01,1987-07-01
621,621,621,95559,95559,1,F,,12110102000149,1,JK-CONSTRUCOES E VENDAS DE IMOVEIS LTDA,,8,1991-09-19,1,,,,2062,1987-07-14,8888888,AVENIDA,CASTELO BRANCO,203,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 203  SAO FRANCISCO cep: 65099110 MA ,brasil",7,1987,9,1991,1991-09-01,1987-07-01
622,622,622,95590,95590,1,F,,12110698000187,1,MODUS ARQUITETURA LTDA,,8,1996-12-27,1,,,,2062,1987-07-15,7490101,AVENIDA,CASTELO BRANCO,429,LOJA 05,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 429 LOJA 05 SAO FRANCISCO cep: 65076090 MA ,brasil",7,1987,12,1996,1996-12-01,1987-07-01
623,623,623,95884,95884,1,F,,12115168000121,1,J L COMERCIO LTDA,,8,2018-11-23,1,,,,2062,1987-08-10,4729699,AVENIDA,CASTELO BRANCO,570-A,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,6,2011-01-01,2018-11-23,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 570-A  SAO FRANCISCO cep: 65076090 MA ,brasil",8,1987,11,2018,2018-11-01,1987-08-01
624,624,624,95908,95908,1,F,,12115624000133,1,M CORDEIRO RODRIGUES,LOJAO TUDO E 10,4,2018-12-07,63,,,,2135,2010-06-22,4781400,AVENIDA,CASTELO BRANCO,788,QUADRA: 09;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  33451221,,,,50,10000.0,1,6,2010-06-22,2014-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 788 QUADRA: 09; SAO FRANCISCO cep: 65076090 MA ,brasil",6,2010,12,2018,2018-12-01,2010-06-01
625,625,625,96169,96169,1,F,,12119632000158,1,M S S ROSA DE ARAUJO,DROGARIA CENTRAL,8,2008-12-31,71,,,,2135,1987-08-31,9430800,AVENIDA,CASTELO BRANCO,374,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 374  SAO FRANCISCO cep: 65076090 MA ,brasil",8,1987,12,2008,2008-12-01,1987-08-01
626,626,626,96370,96370,1,F,,12125761000159,1,J A OLIVEIRA RUIZ HOSP'TECNICA COM E REPRESENTACOES,HOSP'TECNICA COMERCIO E REPRESENTACOES,4,2018-12-07,63,,,,2135,1987-09-10,4774100,AVENIDA,CASTELO BRANCO,539,2 ANDAR SALA 203,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 539 2 ANDAR SALA 203 SAO FRANCISCO cep: 65076090 MA ,brasil",9,1987,12,2018,2018-12-01,1987-09-01
627,627,627,96372,96372,1,F,,12125787000105,1,RAMA COMERCIO E REPRESENTACOES LIMITADA,DUG DADA,8,2008-12-31,71,,,,2062,1987-09-10,4781400,AVENIDA,CASTELO BRANCO,92,LOJA 30 JUNIOR CENT,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 30 JUNIOR CENT SAO FRANCISCO cep: 65076903 MA ,brasil",9,1987,12,2008,2008-12-01,1987-09-01
628,628,628,96419,96419,1,F,,12126363000157,1,CINECLUBE NOSFERATU,,8,2008-12-31,71,,,,3999,1987-09-11,9430800,AVENIDA,CASTELO BRANCO,570,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 570  SAO FRANCISCO cep: 65076090 MA ,brasil",9,1987,12,2008,2008-12-01,1987-09-01
629,629,629,96477,96477,1,F,,12127346000304,2,AGENCIA CAXIAS VENEZA TURISMO LTDA,VENTUR VIAGENS E TURISMOS,4,2019-01-17,63,,,,2062,2001-02-05,7911200,AVENIDA,CASTELO BRANCO,92,SALA 12,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,,,,,49,0.0,1,6,2008-01-01,2012-12-31,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 SALA 12 SAO FRANCISCO cep: 65076091 MA ,brasil",2,2001,1,2019,2019-01-01,2001-02-01
630,630,630,96498,96498,1,F,,12127676000120,1,CLS COMPUTADORES & SISTEMAS LIMITADA,,8,2008-12-31,71,,,,2062,1987-10-07,4774100,AVENIDA,CASTELO BRANCO,000800,S/106,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 000800 S/106 SAO FRANCISCO cep: 65076090 MA ,brasil",10,1987,12,2008,2008-12-01,1987-10-01
631,631,631,96507,96507,1,F,,12127809000168,1,SENGECOM SERVICO ENGENHARIA COM E REPRESENTACOES LTDA,,8,2008-12-31,71,,,,2062,1987-09-28,8888888,AVENIDA,CASTELO BRANCO,108,SALA EDF C PINHEIRO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 108 SALA EDF C PINHEIRO SAO FRANCISCO cep: 65076090 MA ,brasil",9,1987,12,2008,2008-12-01,1987-09-01
632,632,632,96520,96520,1,F,,12128013000120,1,RURALMASTER ASSESSORES LTDA,,8,2008-12-31,71,,,,2062,1987-10-07,8888888,AVENIDA,CASTELO BRANCO,000401,ED CID.DE PINHEIRO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-,-,"CASTELO BRANCO 000401 ED CID.DE PINHEIRO SAO FRANCISCO cep: 65076090 MA ,brasil",10,1987,12,2008,2008-12-01,1987-10-01
633,633,633,96600,96600,1,F,,12129482000163,1,ARMAR-ARQUITETURA DO MARANHAO LTDA,,8,2008-12-31,71,,,,2062,1987-09-24,7111100,AVENIDA,CASTELO BRANCO,333,SALA 304,SAO FRANCISCO,65076901.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA 304 SAO FRANCISCO cep: 65076901 MA ,brasil",9,1987,12,2008,2008-12-01,1987-09-01
634,634,634,96644,96644,1,F,,12130266000138,1,MARCIO PRADO PRODUCOES FOTOGRAFICAS,STUDIO MARCIO PRADO,8,2008-12-31,71,,,,2135,1987-09-22,9609204,AVENIDA,CASTELO BRANCO,655,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 655  SAO FRANCISCO cep: 65076090 MA ,brasil",9,1987,12,2008,2008-12-01,1987-09-01
635,635,635,96709,96709,1,F,,12131405000148,1,CONDOMINIO COMERCIAL SAO FRANCISCO,,2,2002-04-27,0,,,,3085,1987-09-25,8112500,AVENIDA,CASTELO BRANCO,333,,SAO FRANCISCO,65076901.0,MA,921,SAO LUIS,,,,,5,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333  SAO FRANCISCO cep: 65076901 MA ,brasil",9,1987,4,2002,2002-04-01,1987-09-01
636,636,636,96807,96807,1,F,,12132981000100,1,KIKARNE COMERCIAL LTDA,,8,2008-12-31,71,,,,2062,1987-11-09,4722901,AVENIDA,CASTELO BRANCO,488 A,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 488 A  SAO FRANCISCO cep: 65076090 MA ,brasil",11,1987,12,2008,2008-12-01,1987-11-01
637,637,637,96827,96827,1,F,,12133252000178,1,COMERCIO DE LUBRIFICANTES DO NORTE LTDA,LUBNORTE,8,2008-12-31,71,,,,2062,1987-10-23,4731800,AVENIDA,CASTELO BRANCO,000483,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 000483  SAO FRANCISCO cep: 65076090 MA ,brasil",10,1987,12,2008,2008-12-01,1987-10-01
638,638,638,96845,96845,1,F,,12133468000133,1,HADADE & MUNIZ LTDA,,8,1998-07-10,1,,,,2062,1987-11-11,4781400,AVENIDA,CASTELO BRANCO,92,,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92  SAO FRANCISCO cep: 65076903 MA ,brasil",11,1987,7,1998,1998-07-01,1987-11-01
639,639,639,97161,97161,1,F,,12139184000154,1,MULTIPLUS CONSULTORIA EMPRESARIAL LTDA,,8,1997-12-17,1,,,,2062,1987-11-26,8888888,AVENIDA,CASTELO BRANCO,000707,SALA 316,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 000707 SALA 316 SAO FRANCISCO cep: 65076090 MA ,brasil",11,1987,12,1997,1997-12-01,1987-11-01
640,640,640,97165,97165,1,F,,12139283000136,1,MARIA DO ROSARIO LIMA LOBAO,,8,1988-08-23,1,,,,2135,1987-11-26,8888888,AVENIDA,CASTELO BRANCO,000331,SALA 301,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 000331 SALA 301 SAO FRANCISCO cep: 65099110 MA ,brasil",11,1987,8,1988,1988-08-01,1987-11-01
641,641,641,97422,97422,1,F,,12165801000196,1,MANOEL DA SILVA VIEIRA 25108115334,,8,2015-05-19,1,,,,2135,2010-07-06,5611201,AVENIDA,CASTELO BRANCO,821,CASA 01;ANEXO 02,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  84222690,,,brunoliveiramartins@gmail.com,50,1.0,1,0,2010-07-06,,S,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 821 CASA 01;ANEXO 02 SAO FRANCISCO cep: 65076090 MA ,brasil",7,2010,5,2015,2015-05-01,2010-07-01
642,642,642,97859,97859,1,F,,12198866000138,1,ELEICAO 2010 JOSE ANTONIO ALVARES MENDES SOBRINHO DEPUTADO ESTADUAL,,8,2010-12-31,1,,,,4090,2010-07-08,9492800,AVENIDA,CASTELO BRANCO,667,ED. LISBOA,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,0   0,,0   0,PTCMARANHAO@YAHOO.COM.BR,51,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 667 ED. LISBOA SAO FRANCISCO cep: 65076090 MA ,brasil",7,2010,12,2010,2010-12-01,2010-07-01
643,643,643,97888,97888,1,F,,12204397000112,1,ELEICAO 2010 JOSE DOS REIS MORAES ROCHA DEPUTADO ESTADUAL,,8,2010-12-31,1,,,,4090,2010-07-09,9492800,AVENIDA,CASTELO BRANCO,667,ED. LISBOA,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,0   0,,0   0,PTCMARANHAO@YAHOO.COM.BR,51,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 667 ED. LISBOA SAO FRANCISCO cep: 65076090 MA ,brasil",7,2010,12,2010,2010-12-01,2010-07-01
644,644,644,97898,97898,1,F,,12205240000101,1,ELEICAO 2010 COMITE FINANCEIRO MA UNICO PTC,,8,2010-12-31,1,,,,3999,2010-07-09,9492800,AVENIDA,CASTELO BRANCO,667,"EDIFICIO COMERCIAL LISBOA, 4o ANDAR",SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32686917,,98  32687051,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 667 EDIFICIO COMERCIAL LISBOA, 4o ANDAR SAO FRANCISCO cep: 65076090 MA ,brasil",7,2010,12,2010,2010-12-01,2010-07-01
645,645,645,97957,97957,1,F,,12214799000106,1,FOTO CLUBE POESIA DO OLHAR,FOTO CLUBE POESIA DO OLHAR,2,2009-12-28,0,,,,3999,2009-12-28,9493600,AVENIDA,CASTELO BRANCO,539,PAVMTO: 03; SALA: 301;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32131616,98  32131615,98  32131616,SERGIO@FOTOSOMBRA.COM.BR,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 539 PAVMTO: 03; SALA: 301; SAO FRANCISCO cep: 65076090 MA ,brasil",12,2009,12,2009,2009-12-01,2009-12-01
646,646,646,98062,98062,1,F,,12229330000132,1,RESTAURANTE PALADARES LTDA,PALADARES RESTAURANTE & LANCHONETE,8,2016-12-14,1,,,,2062,2010-07-14,5611201,AVENIDA,CASTELO BRANCO,486,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  33122449,98  32492958,,,49,50000.0,1,0,2010-07-14,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 486  SAO FRANCISCO cep: 65076091 MA ,brasil",7,2010,12,2016,2016-12-01,2010-07-01
647,647,647,98212,98212,1,F,,12258416000193,1,AROUCHE E BARROS LTDA,,2,2010-07-20,0,,,,2062,2010-07-20,8630504,AVENIDA,CASTELO BRANCO,819,LETRA: A;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32351018,,,,49,50000.0,1,5,2015-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 819 LETRA: A; SAO FRANCISCO cep: 65076090 MA ,brasil",7,2010,7,2010,2010-07-01,2010-07-01
648,648,648,98306,98306,1,F,,12273427000142,1,O. A. COELHO FERRO,FERRO PROPAGANDA,2,2010-07-20,0,,,,2135,2010-07-20,5823900,AVENIDA,CASTELO BRANCO,333,SALA: 102;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  81264947,,,,50,30000.0,5,5,2018-01-01,,N,,,,"F
",-,-,"CASTELO BRANCO 333 SALA: 102; SAO FRANCISCO cep: 65076091 MA ,brasil",7,2010,7,2010,2010-07-01,2010-07-01
649,649,649,98553,98553,1,F,,12320440000105,1,BIOCENTER - PRODUTOS PARA SAUDE E ESTETICA LTDA,LIMPEZA E COMPANHIA,8,2017-08-11,1,,,,2062,2010-07-30,4789005,AVENIDA,CASTELO BRANCO,452,QUADRA: 04;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32350400,,,,49,30000.0,1,0,2010-07-30,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 452 QUADRA: 04; SAO FRANCISCO cep: 65076091 MA ,brasil",7,2010,8,2017,2017-08-01,2010-07-01
650,650,650,98660,98660,1,F,,12341305000146,1,CENTRO DE TREINAMENTO CASA DA LUTA LTDA,CENTRO DE TREINAMENTO FIGHT HOUSE,4,2018-12-07,63,,,,2062,2010-08-03,8591100,AVENIDA,CASTELO BRANCO,120,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88024057,,,,49,5000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 120  SAO FRANCISCO cep: 65076090 MA ,brasil",8,2010,12,2018,2018-12-01,2010-08-01
651,651,651,99054,99054,1,F,,12402788000141,1,CENTAURO COMERCIO DE EQUIPAMENTO DE SEGURANCA LTDA,CENTAURO,4,2018-12-07,63,,,,2062,2008-08-10,4759899,AVENIDA,CASTELO BRANCO,788,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32357121,,,allinemagella@gmail.com,49,80000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 788  SAO FRANCISCO cep: 65076091 MA ,brasil",8,2008,12,2018,2018-12-01,2008-08-01
652,652,652,99856,99856,1,F,,12495784000155,1,F J C DE ALMEIDA E CIA LTDA,CAJI - CENTRO DE ASSESSORIA JURIDICA IMOBILIARIA,4,2018-12-07,63,,,,2062,1988-01-21,6821801,AVENIDA,CASTELO BRANCO,333,LOJA: 10;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32226131,,,,49,50000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 LOJA: 10; SAO FRANCISCO cep: 65076090 MA ,brasil",1,1988,12,2018,2018-12-01,1988-01-01
653,653,653,99920,99920,1,F,,12504429000103,1,PIPO SORVETES E ALIMENTOS DO BRASIL LTDA,,8,2008-12-31,71,,,,2062,1988-01-21,1053800,AVENIDA,CASTELO BRANCO,807,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 807  SAO FRANCISCO cep: 65076090 MA ,brasil",1,1988,12,2008,2008-12-01,1988-01-01
654,654,654,99925,99925,1,F,,12504726000140,1,EUGENIA MARQUES DA SILVA,PRIMAVERA COMERCIO E REP,8,1997-03-31,9,,,,2135,1988-01-20,4729601,AVENIDA,CASTELO BRANCO,366,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 366  SAO FRANCISCO cep: 65076090 MA ,brasil",1,1988,3,1997,1997-03-01,1988-01-01
655,655,655,99940,99940,1,F,,12505066000112,1,A.P. DE C. POZZOBON PEREIRA SERVICOS MEDICOS,POZZOBON SERVICOS MEDICOS,2,2010-09-09,0,,,,2135,2010-09-09,8630503,AVENIDA,CASTELO BRANCO,707,SALA: 205 - ED. ENEIDA;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32354958,,98  32354958,,50,20000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 SALA: 205 - ED. ENEIDA; SAO FRANCISCO cep: 65076090 MA ,brasil",9,2010,9,2010,2010-09-01,2010-09-01
656,656,656,100029,100029,1,F,,12507323000155,1,CLACIAL COMERCIO LTDA,CREPES BIER HAUS,8,2008-12-31,71,,,,2062,1987-12-15,5611201,AVENIDA,CASTELO BRANCO,499,B,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 499 B SAO FRANCISCO cep: 65076090 MA ,brasil",12,1987,12,2008,2008-12-01,1987-12-01
657,657,657,100125,100125,1,F,,12510699000119,1,SANEAR SANEAMENTO EDIFICACOES E SERVICOS GERAIS LTDA,,8,1987-12-18,1,,,,2062,1987-12-18,3811400,AVENIDA,CASTELO BRANCO,605,SALA 304 ED CID SLZ,SAO FRANCISCO,65076900.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 304 ED CID SLZ SAO FRANCISCO cep: 65076900 MA ,brasil",12,1987,12,1987,1987-12-01,1987-12-01
658,658,658,100185,100185,1,F,,12512422000125,1,SGF COMERCIO E REPRESENTACOES LTDA,SGF HOBBY VIDEO,8,2015-02-09,73,,,,2062,1988-01-26,4711301,AVENIDA,CASTELO BRANCO,92,LOJA 28,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 28 SAO FRANCISCO cep: 65076903 MA ,brasil",1,1988,2,2015,2015-02-01,1988-01-01
659,659,659,100257,100257,1,F,,12513842000126,1,D MARTINS SERVICOS GERAIS,,8,2008-12-31,71,,,,2135,1988-02-03,9602501,AVENIDA,CASTELO BRANCO,718,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 718  SAO FRANCISCO cep: 65076090 MA ,brasil",2,1988,12,2008,2008-12-01,1988-02-01
660,660,660,101011,101011,1,F,,12530606000118,1,DISIL LANCHES E REFEICOES LTDA,TIA AMELIA,8,2008-12-31,71,,,,2062,1988-03-25,5611201,AVENIDA,CASTELO BRANCO,07,ED.CAST.BRANCO LOJA,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 07 ED.CAST.BRANCO LOJA SAO FRANCISCO cep: 65076090 MA ,brasil",3,1988,12,2008,2008-12-01,1988-03-01
661,661,661,101128,101128,1,F,,12532305000123,1,ROBERTA MARAO FELIX,ROBERTA'S LINE,8,1994-05-10,1,,,,2135,1988-04-05,4781400,AVENIDA,CASTELO BRANCO,92,LOJA 17,SAO FRANCISCO,65076903.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 LOJA 17 SAO FRANCISCO cep: 65076903 MA ,brasil",4,1988,5,1994,1994-05-01,1988-04-01
662,662,662,101567,101567,1,F,,12540811000245,2,DISTRIBUIDORA BRASA FRIA DUBOM LTDA,,8,2008-12-31,71,,,,2062,1988-06-01,5611203,AVENIDA,CASTELO BRANCO,429,LOJA 01,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-,-,"CASTELO BRANCO 429 LOJA 01 SAO FRANCISCO cep: 65076090 MA ,brasil",6,1988,12,2008,2008-12-01,1988-06-01
